domains,counts
"'Pyr_redox_2', 'Reductase_C', 'NAD_binding_8'",1
"'Pyr_redox_2', 'Pyr_redox'",1
"'Pyr_redox_2', 'NAD_binding_8'",1
'AcnX_swivel_put',1
"'PucR', 'HTH_30', 'HTH_8', 'HTH_1', 'HTH_23', 'HTH_AsnC-type'",1
"'Rhodanese', 'GSH_gloB', 'tRNA_sel_U_synt'",1
"'PucR', 'HTH_30'",1
'PsbN',1
"'Pro_dh', 'PutA_N'",1
"'Pro-kuma_activ', 'Peptidase_S8'",1
'PrmC_rel_meth',1
'PrmC_N',1
'Acyl-CoA_dh_1',1
'Prenyltransf',1
'Ppx-GppA',1
'Polbeta',1
'Acetyltransf_4',1
"'RCC1_2', 'RCC1'",1
'RNase_II_C_S1',1
"'RNase_Z', 'TAT_signal_seq'",1
"'AbrB', 'Gneg_AbrB_dup'",1
"'Response_reg', 'TMAO_torS'",1
'AcAcCoA_reduct',1
"'Response_reg', 'GerE', 'HTH_7'",1
"'Response_reg', 'GerE', 'HTH_38', 'HTH_23'",1
"'AcCoA-C-Actrans', 'DUF6344'",1
"'Response_reg', 'GerE', 'HTH_29'",1
"'Response_reg', 'GerE', 'HTH_28', 'HTH_IclR'",1
"'Response_reg', 'GerE', 'HTH_28'",1
"'Response_reg', 'GerE', 'HTH_10', 'HTH_38'",1
"'Acetyltransf_1', 'Acetyltransf_9'",1
"'Acetyltransf_1', 'wecD_rffC'",1
'Response_reg',1
'Reductase_C',1
'Redoxin',1
"'Recombinase', 'Resolvase', 'Zn_ribbon_recom'",1
'RecA',1
"'Rce1-like', 'T4SS_pilin'",1
'Acetyltransf_10',1
"'Acetyltransf_17', 'SCP2_2', 'Acetyltransf_9'",1
"'ROK', 'HTH_IclR'",1
"'ATPase-IB_hvy', 'ATPase-IB1_Cu', 'Hemerythrin'",1
"'SDR_subfam_1', 'DUF3645'",1
"'ATP_bind_1', 'Ldl_recept_b'",1
"'SpoIIE', 'ANTAR', 'PAS_4', 'PAS_3'",1
"'Sulfotransfer_4', 'TOMM_pelo'",1
"'Sulfatase', 'DUF3558'",1
'Sulfatase',1
'SucB_Actino',1
'SpoU_methylase',1
"'SpoIIE', 'dCache_1', 'TMEM132D_C'",1
"'SpoIIE', 'PAS_4', 'sensory_box', 'PAS', 'GAF_2'",1
"'SpoIIE', 'PAS_4', 'HATPase_c_2', 'GAF_2'",1
"'SpoIIE', 'GAF_2', 'PAS_4', 'HATPase_c_2'",1
"'SpoIIE', 'GAF', 'HATPase_c_2', 'proC', 'P5CR_dimer'",1
"'SpoIIE', 'ANTAR', 'PAS_3', 'PAS_4'",1
"'SDR_subfam_2', 'SDR_subfam_1'",1
'SpoIIE',1
'Spermine_synth',1
"'AHSA1', 'DUF6214'",1
"'AHSA1', 'MarR_2', 'HTH_Crp_2', 'GntR'",1
"'AHSA1', 'Polyketide_cyc2'",1
'Sod_Cu',1
"'SnoaL_4', 'SnoaL_2'",1
'AIM24',1
'Transglut_core',1
'SnoaL',1
'T2SSE_N',1
"'T2SSF', 'Cpta_toxin'",1
"'T2SSF', 'DUF6203'",1
"'T2SSF', 'Tir_receptor_C'",1
'TMP-TENI',1
'TMEM_230_134',1
'TMEM72',1
"'TMAO_torS', 'sCache_3_3', 'cztS_silS_copS'",1
"'TLP1_add_C', 'Thiolase_C'",1
'TIGR03943',1
'TIGR03847',1
'TIGR03843',1
'TIGR03083',1
'TIGR00702',1
"'TIGR00276', 'SCP2', 'Fer4_10', 'Fer4', 'Fer4_2'",1
'ADH_N_assoc',1
'TIGR00145',1
'TIGR00096',1
"'TF_pcaQ', 'MarR'",1
'TF_pcaQ',1
'TFIID_30kDa',1
'TENA_THI-4',1
"'T7SS_EccA', 'spore_V_K', 'TPR_2'",1
"'ADI', 'arcA', 'NS1_C'",1
'T2SSM',1
"'AIRC', 'purE'",1
'SlyX',1
"'Sigma70_r4_2', 'HTH_30', 'HTH_11', 'DprA_WH', 'HTH_29'",1
'SIR2_2',1
'AOX',1
"'SHOCT', 'cis_trans_EpsD'",1
"'SHOCT', 'TMEM138'",1
"'SHOCT', 'Ribosomal_60s'",1
'APP_amyloid',1
"'SHOCT', 'HrpB_C'",1
"'SHOCT', 'DZR'",1
"'SHOCT', 'DUF5826', 'PT-TG'",1
"'SHOCT', 'DUF5826', 'DUF6611'",1
"'SHOCT', 'DUF5826', 'DMAP_binding'",1
'APS_reductase',1
"'SHOCT', 'DUF4133', 'Phage_holin_2_3'",1
"'SHOCT', 'DUF4133'",1
"'SHOCT', 'DUF2162'",1
'AP_endonuc_2',1
'SHMT',1
"'SGNH', 'Acyl_transf_3'",1
'SGNH',1
"'SGL', 'NHL', 'Tcp10_C'",1
"'SDR_subfam_2', 'pter_reduc_Leis'",1
"'SDR_subfam_2', 'mycofact_glyco'",1
"'SIP', 'FAD_binding_9', 'Dimerisation2', 'Phage_coatGP8'",1
'SKI',1
'SigZ',1
'SLAC1',1
"'SigE-fam_strep', 'HTH_Tnp_ISL3'",1
'ALC',1
'SigBFG',1
"'AMP-binding', '4_coum_CoA_lig'",1
'SiaC',1
'Secretin_N',1
'Se_ssnA',1
'Sdh_cyt',1
"'ScfRs', 'Peptidase_M78', 'HTH_3'",1
'SUFU',1
'STAS_2',1
'SSI',1
'SQHop_cyclase_C',1
"'AMP-binding', 'Dimerisation'",1
"'SPW', 'BNR'",1
"'ANTAR', 'GAF_2'",1
'SP',1
"'SNF2-rel_dom', 'Helicase_C', 'SWIM'",1
'SMI1_KNR4',1
'SMC_prok_B',1
'SLT_2',1
"'Trans_reg_C', 'GAF'",1
'Wzz',1
"'Transglut_core3', 'Stand_Alone_Lasso_RRE'",1
"'AA-adenyl-dom', 'Condensation', 'alpha_am_amid', 'D-ala-DACP-lig', 'ligase_PEP_1', 'PP-binding', 'NRPS-para261'",1
'myo_inos_iolC_N',1
"'mycofactocin', 'VIGSSK'",1
"'mycofactocin', 'NPR'",1
"'mycofactocin', 'DUF2080'",1
"'AA-adenyl-dom', 'Condensation', 'alpha_am_amid', 'D-ala-DACP-lig', 'menE', 'PP-binding', 'Thioesterase'",1
"'mycofact_rSAM', 'zf-RAG1'",1
"'mycofact_rSAM', 'rSAM_ahbC_deAc'",1
"'mycofact_rSAM', 'rSAM_QueE_gams'",1
"'mycofact_rSAM', 'rSAM_NirJ'",1
"'AA-adenyl-dom', 'Condensation', 'alpha_am_amid', 'PP-binding', 'Thioesterase'",1
"'mycofact_rSAM', 'quino_hemo_SAM'",1
"'mycofact_rSAM', 'pilus_cpaD'",1
"'mycofact_rSAM', 'mycofact_MftB'",1
"'AA-adenyl-dom', 'Condensation', 'alpha_am_amid', 'Thioesterase', 'PP-binding'",1
"'mycofact_rSAM', 'NIR_SIR_ferr'",1
"'mycofact_rSAM', 'Fer4_14'",1
"'mycofact_rSAM', 'DUF6059'",1
"'mycofact_rSAM', 'Bradykinin'",1
"'AA-adenyl-dom', 'Condensation', 'alpha_am_amid', 'ligase_PEP_1', 'PP-binding', 'Thioesterase'",1
"'mycofact_glyco', 'ovoA_Cterm'",1
"'mycofact_glyco', 'glyco_like_mftF'",1
"'mycofact_glyco', 'ProTailRpt'",1
"'mycofact_glyco', 'Methyltransf_23', 'PqqD_rel_X'",1
'near_uncomplex',1
"'AA-adenyl-dom', 'Condensation', 'D-ala-DACP-lig', 'alpha_am_amid', 'ligase_PEP_1', 'DHB_AMP_lig', 'PP-binding'",1
"'pcaR_pcaU', 'HTH_IclR'",1
"'AA-adenyl-dom', 'Condensation', 'D-ala-DACP-lig', 'alpha_am_amid', 'PP-binding', 'Thioesterase'",1
'AA-adenyl-dom',1
'pcaF',1
"'AA-adenyl-dom', 'AMP-binding', 'Condensation', 'alpha_am_amid'",1
'panF',1
'padR_acidobact',1
"'AA-adenyl-dom', 'AMP-binding', 'Condensation', 'alpha_am_amid', 'PP-binding'",1
'oxalate_oxc',1
'oxalate_frc',1
"'omega_3_PfaA', 'PS-DH', 'fabD', 'malonate_mdcH', 'PP-binding', 'PT_fungal_PKS', 'Docking', 'menH_SHCHC', 'Thioester-redct'",1
"'omega_3_PfaA', 'PS-DH', 'Ketoacyl-synt_C', 'PP-binding', 'Docking'",1
"'omega_3_PfaA', 'KR', 'malonate_mdcH', 'crot-CoA-red', 'mycoS_dep_FDH', 'PT_fungal_PKS'",1
"'omega_3_PfaA', 'KR', 'PS-DH', 'PP-binding', 'Docking'",1
'omega_3_PfaA',1
'ogt',1
'nuoF_fam',1
"'ntrC', 'GAF', 'PAS_4', 'HTH_28'",1
"'ntrB', 'PhnE'",1
"'ntrB', 'DUF1656'",1
"'AA-adenyl-dom', 'Condensation', 'AMP-binding', 'alpha_am_amid', 'D-ala-DACP-lig', 'DHB_AMP_lig', 'PP-binding'",1
"'nitrile_beta', 'SHOCT'",1
'nitrile_alph',1
'nitrile_acc',1
"'nickel_nikE', 'sufC'",1
"'mycofact_glyco', 'Methyltransf_23', 'Methyltransf_12'",1
"'mycofact_glyco', 'KRTAP'",1
"'mycofact_glyco', 'DUF5122'",1
"'mycofact_glyco', 'Apelin'",1
'murB',1
'mucon_cyclo',1
'muco_delta',1
'mod_HExxH',1
'modC_ABC',1
"'modB_ABC', 'RR_fam_repeat'",1
'modA',1
'moaA',1
'mmdA',1
"'mft_etfB', 'ETF'",1
'AAA_18',1
'met_syn_B12ind',1
'met_pdase_I',1
'menH_SHCHC',1
"'AAA_19', 'UvrD_C_2'",1
'malate_syn_A',1
'lysA',1
'lp_hng_hel_AbrB',1
'lp_',1
'leuA_yeast',1
'ksgA',1
"'ketoacyl-synt', 'Docking'",1
'kduD',1
"'AAA_16', 'GerE', 'TPR_MalT', 'HTH_23', 'TPR_2'",1
"'AAA_16', 'GerE', 'TOMM_kin_cyc', 'HTH_23', 'TPR_19', 'Sigma70_r4_2'",1
"'mycofact_OYE_1', 'FAD_oxidored'",1
"'AAA_16', 'ATPase_2'",1
"'AA-adenyl-dom', 'alpha_am_amid', 'cyc_hxne_CoA_lg'",1
"'mycofact_creat', 'NOT-MenG'",1
"'AAA', '26Sp45', 'adk'",1
"'mycofact_TetR', 'xxxLxxG_by_4'",1
"'AAA', 'cmk', 'adk'",1
'AAA_16',1
"'mycofact_TetR', 'Sigma70_r4', 'Sigma70_r4_2'",1
"'mycofact_TetR', 'LacI'",1
"'mycofact_TetR', 'HTH_8'",1
"'mycofact_TetR', 'HTH_7', 'HTH_AraC'",1
"'mycofact_TetR', 'HTH_29', 'HTH_23'",1
"'mycofact_OYE_1', 'Thi4'",1
"'AAA_16', 'Apidaecin'",1
"'mycofact_TetR', 'HTH_25'",1
"'AAA_16', 'Fe_dep_repress'",1
"'mycofact_TetR', 'HTH_22'",1
"'mycofact_TetR', 'DprA_WH'",1
"'mycofact_TetR', 'Cecropin'",1
"'mycofact_TetR', 'ANTAR'",1
"'AAA_16', 'GerE', 'HTH_47', 'HTH_23', 'TPR_19'",1
"'mycofact_OYE_2', 'AlaDh_PNT_C'",1
"'AAA_16', 'GerE', 'Sigma70_r4_2', 'TPR_2', 'HTH_7', 'HTH_20', 'TPR_14'",1
"'pcaR_pcaU', 'HTH_24'",1
"'pcaR_pcaU', 'HTH_IclR', 'HTH_26', 'HTH_AsnC-type'",1
"'isochor_syn', 'SPC25'",1
'thiazolyl_GetA',1
'thiamin_ThiO',1
'thiS',1
'therm_gnt_kin',1
'tesB',1
'tat_substr_1',1
'23dbph12diox',1
'tRNA_edit',1
'tRNA_TsaA',1
'symport_actP',1
'sulphoacet_xsc',1
"'spore_lonB', 'Lon_C', 'Tricorn_PDZ'",1
'soxG',1
'sir',1
"'sigma70-ECF', 'HTH_23'",1
'serS',1
'serC_3',1
'septum_zipA',1
"'sensory_box', 'TMAO_torS', 'RNase_PH_C'",1
'sensory_box',1
'selen_ocin',1
"'seco_metab_LLM', 'PP-binding'",1
"'secA', 'SecA2_Bac_anthr', 'SecA2_Mycobac', 'HTH_23', 'E1-E2_ATPase', 'cdk7'",1
"'2A0115', '2A0109'",1
'thiaz-red',1
'thiocyan_alph',1
'pdxA',1
"'thioredoxin', 'Thioredoxin_7'",1
"'zinc_ribbon_5', 'MJ0042_CXXC'",1
'zf-ribbon_3',1
'zf-HC3',1
"'zf-HC2', 'trp_oprn_chp'",1
"'zf-HC2', 'YtpI'",1
"'zf-CGNR', 'ABATE'",1
"'zf-CDGSH', 'Rieske'",1
'yidC_nterm',1
"'xylG', 'ECF_ATPase_2'",1
"'2-Hacid_dh_C', 'IlvN'",1
'xseB',1
'xseA',1
'uvra',1
'urea_trans_UrtD',1
"'urea_carbox', 'Carboxyl_trans', 'ACC_central'",1
'urea_carbox',1
'uraD_N-term-dom',1
'ung',1
'trp_arylform',1
'trpS',1
'trmU',1
"'thiovirid_RiPP', 'DUF3828'",1
'thiovirid_RiPP',1
'salicylate_mono',1
"'sCache_3_3', 'sCache_3_2', 'HAMP'",1
'sCache_2',1
"'rve_3', 'HTH_32', 'HTH_21'",1
'3a0106s02',1
'protocat_beta',1
'protocat_alph',1
"'propionate_PrpR', 'nifA', 'PAS_4', 'PAS', 'HTH_28'",1
"'propionate_PrpR', 'GAF', 'HTH_30', 'HTH_28'",1
"'propeller_TolB', 'DPPIV_N'",1
'pro_imino_pep_2',1
'pro_imino_pep_1',1
"'proV', 'MsbA_rel'",1
'3a0107s01c2',1
"'polyprenyl_synt', 'DUF5372'",1
'3a0107s02c',1
"'3oxo_ACP_reduc', 'kduD'",1
"'pimC_large', 'Acyl-CoA_dh_1', 'Acyl-CoA_dh_M'",1
'phosphate_pstC',1
"'phoR_proteo', 'cztS_silS_copS', 'HAMP', 'LPXTG_anchor'",1
"'phoR_proteo', 'cztS_silS_copS'",1
"'phoR_proteo', 'Response_reg'",1
"'phoR_proteo', 'HATPase_c', 'PEP_his_kin'",1
'phoR_proteo',1
'pgm',1
'pepN_strep_liv',1
'pdxH',1
"'protocat_pcaD', 'DUF3320'",1
'3-dmu-9_3-mt',1
"'pta', 'AAA_26', 'DRTGG'",1
'rimK_fam',1
'rve_3',1
"'rve', 'HTH_AsnC-type', 'KORA'",1
"'rve', 'DDE_Tnp_IS240', 'rve_2'",1
'rpsL_bact',1
'2A1904',1
'rpoC_TIGR',1
'rpoB',1
'rplM_bact',1
'rpiB_lacA_lacB',1
'rpiA',1
'ribP_PPkin',1
'pter_reduc_Leis',1
'ribB',1
'recomb_XerD',1
'2a38',1
"'recQ', 'Pribosyltran', 'DprA_WH'",1
"'recQ', 'Pribosyltran'",1
'pyruv_carbox',1
'pyrE',1
'purF',1
'purD',1
"'2a6301s04', 'Proton_antipo_M'",1
'ispH_lytB',1
'integ_memb_HG',1
'Transglycosylas',1
"'YkuD', 'PG_binding_4'",1
"'YhcG_C', 'DUF1016_N'",1
'YceI',1
'YGGT',1
"'XylB', 'gntK_FGGY'",1
'XylB',1
"'XdhC_C', 'xanthine_xdhC'",1
"'AAA_5', 'RuvB_N', 'hslU', 'SelP_N'",1
'Xan_ur_permease',1
"'Pkinase', 'WD40', 'Proteasome_A_N'",1
'WzyE',1
"'WYL', 'HTH_11', 'HTH_PafC'",1
"'WD40', 'PD40', 'HTH_31', 'TniB'",1
"'WD40', 'ANAPC4_WD40', 'AAA_16', 'PD40', 'PQQ_ABC_repeats', 'DUF6476'",1
"'WD40', 'ANAPC4_WD40', 'AAA_16', 'PD40', 'HTH_31'",1
"'WD40', 'AAA_16', 'PD40', 'HTH_31', 'PQQ_ABC_repeats', 'DnaA_homol_Hda', 'choice_anch_B'",1
"'WD40', 'AAA_16', 'DnaA_homol_Hda', 'PQQ_ABC_repeats', 'HTH_31', 'PD40', 'Nbas_N', 'Proteasome_A_N'",1
'VapB_antitoxin',1
"'VWD', 'Peptidase_M91', 'RGM_C', 'CwsA', 'DUF4131'",1
"'VWA_CoxE', 'marine_srt_targ'",1
"'VWA_CoxE', 'maiA'",1
"'VWA_CoxE', 'Umbravirus_LDM'",1
"'VWA_CoxE', 'TetR_C_11', 'NPV_P10'",1
"'VWA_CoxE', 'SBP_bac_11'",1
'YhhN',1
'YqeY',1
"'AAA_5', 'DUF4402'",1
'Zeta_toxin',1
"'adh_short', 'npdG'",1
"'AAA_5', 'MCM', 'Mg_chelatase'",1
"'adh_short', 'TrkA_N'",1
"'adh_short', 'SDR_subfam_2'",1
"'adh_short', 'SDR_subfam_1'",1
"'AAA_5', 'Mg_chelatase', 'AAA_29'",1
"'AAA_5', 'Mg_chelatase', 'MCM'",1
"'adh_short', 'HpnA'",1
"'adh_short', '23BDH'",1
'adh_fam_2',1
'aden_deam',1
"'AAA_5', 'RuvB_N', '26Sp45'",1
"'actino_HemFlav', 'enACPred_II'",1
"'actino_HemFlav', 'IMP_dehydrog'",1
"'AAA_5', 'RuvB_N', 'LonB_AAA-LID'",1
'actII',1
'aconitase_1',1
"'AAA_5', 'RuvB_N', 'SelP_N'",1
'acid_CoA_mut_N',1
'acid_CoA_mut_C',1
"'accC', 'pyruv_carbox'",1
'a_cpa1',1
'Zn_peptidase',1
"'VWA_CoxE', 'Ribosomal_S30AE'",1
"'VWA_CoxE', 'KfrA_N'",1
"'VWA_CoxE', 'Imm2'",1
"'VWA_CoxE', 'ING'",1
"'Usp', 'DUF2478'",1
'UreD',1
"'AAA_5', 'bpMoxR', 'AAA_16', 'ccmA', 'marine_srt_targ'",1
'UTRA',1
"'UPF0225', 'SEC-C', 'EKR'",1
"'AAA_5', 'bpMoxR', 'IPT'",1
'UPF0182',1
'UPF0014',1
"'Trypsin_2', 'TPR_16', 'DZR'",1
"'Trypsin_2', 'Colicin_V'",1
'Trypsin',1
'Trns_repr_metal',1
'TrmB',1
"'TrkH', 'DUF6112'",1
"'TrkA_N', 'TrkA_C'",1
"'TrkA_C', 'NifZ'",1
'TrkA_C',1
'TrbC',1
'Transposase_mut',1
'Transposase_20',1
'Transport_MerF',1
"'AAA_5', 'bpMoxR', 'TIGR02928'",1
"'AAA_5', 'bpMoxR', 'ruvB'",1
'VI_IcmF',1
'VKOR',1
'VMA21',1
"'VWA_CoxE', '3-alpha'",1
"'VWA_CoxE', 'HalX'",1
"'VWA_CoxE', 'FliG_C'",1
"'VWA_CoxE', 'DUF732'",1
"'VWA_CoxE', 'DUF4347'",1
"'VWA_CoxE', 'DUF1810'",1
"'VWA_CoxE', 'Cadherin-like'",1
"'VWA_CoxE', 'CDC14'",1
"'VWA_CoxE', 'Big_3'",1
"'VWA_CoxE', 'BPA'",1
"'VWA_CoxE', 'Abhydrolase_8'",1
"'AAA_5', 'Tecti-min-caps'",1
'VTC',1
"'VWA_2', 'marine_srt_targ', 'VWA_3'",1
"'VWA_2', 'marine_srt_targ', 'VWA'",1
"'AAA_5', 'TmoB'",1
"'VWA_2', 'marine_srt_targ', 'CobT_C', 'Rnk_N'",1
"'AAA_5', 'UreE_C'",1
"'AAA_5', 'VWA_CoxE', 'AAA_16'",1
"'VWA_2', 'acidobact_VWFA'",1
"'VWA_2', 'BatA', 'MFS_1'",1
"'AAA_5', 'VWA_CoxE', 'Cob-chelat-sub'",1
"'AAA_5', 'VWA_CoxE', 'Mg_chelatase', 'DTMP_kinase'",1
"'adh_short', 'pter_reduc_Leis'",1
'ahpD_dom',1
"'AAA_19', 'Viral_helicase1', 'RNA_replicase_B'",1
"'AAA_33', 'APH'",1
'fumC_II',1
'fpg',1
'formate-DH-alph',1
'flgA_cterm',1
'flavo_MJ0208',1
"'AAA_5', '26Sp45', 'FxSxx-COOH'",1
'fdx_isc',1
"'fdhA_non_GSH', 'ADH_N_assoc'",1
'fdhA_non_GSH',1
"'AAA_5', 'AAA', 'hslU'",1
'fabF',1
'exp_by_SipW_III',1
'eno',1
'enACPred_II',1
"'efflux_EmrB', 'TRI12'",1
"'AAA_5', 'AAA_16', 'Cytidylate_kin'",1
'eda',1
'ectoine_ehuD',1
'ectoine_ehuC',1
'ectoine_ehuA',1
"'drrB', 'Cm_res_leader'",1
"'AAA_5', 'AAA_18', 'CbbQ_C', 'KRTAP'",1
"'drrA', 'BCA_ABC_TP_C'",1
'fum_ac_acetase',1
"'gas_vesic_GvpN', 'KRTAP'",1
'alaDH',1
"'gas_vesic_GvpN', 'VWA_CoxE'",1
'hmgA',1
"'his_ut_repres', 'HTH_41'",1
'hemeryth_dom',1
'AAA_28',1
"'guaA_Cterm', 'guaA_Nterm'",1
'gshA_cyan_rel',1
"'AAA_29', 'SbcC_Walker_B', 'AAA_23', 'SMC_prok_A'",1
'gntK_FGGY',1
'glycosyl_450act',1
'glycerol3P_GlpA',1
'glycerol3P_DH',1
'glucar-dehydr',1
'glucan_glucosid',1
"'gltD_gamma_fam', 'GOGAT_sm_gam', 'Pyr_redox_2', 'Fer4'",1
"'gltA', 'gltD_gamma_fam', 'Shikimate_DH'",1
'glgC',1
'gentisate_1_2',1
'gcvP',1
'gcvH',1
'gatC',1
"'gas_vesic_GvpN', 'selen_PSTK'",1
"'gas_vesic_GvpN', 'bpMoxR'",1
"'gas_vesic_GvpN', 'VWA_CoxE', 'AAA_30'",1
"'AAA_5', 'AAA_18', 'RuvB_N'",1
"'dnlj', 'HHH'",1
'dnlj',1
"'AAA_5', 'AAA_28', 'heterocyst_DevA'",1
"'cNMP_binding', '2A0121'",1
"'butyr_acet_CoA', 'AcetylCoA_hydro'",1
"'betaine_BetI', 'TetR_N'",1
"'AAA_5', 'CbbQ_C', 'SelP_N'",1
"'benzo_1_2_benA', 'DUF6006'",1
'benzo_1_2_benA',1
'benz_CoA_lig',1
'bchC',1
'bacter_Pnkp',1
'bacter_Hen1',1
"'bZIP_1', 'Docking'",1
'asp_race',1
'asnS',1
'ars_reduc_gluta',1
'aroB',1
'argG',1
'araD',1
'anti_R_Lar',1
"'ant_ant_sig', 'STAS_2'",1
"'amphi-Trp', 'Lsr2'",1
"'AAA_5', 'Cob-chelat-sub', 'bpMoxR', 'VWA_CoxE'",1
'alk_sulf_monoox',1
'aldehy_Rv0768',1
"'cNMP_binding', 'HTH_Crp_2', 'GntR', 'MarR_2'",1
"'AAA_5', 'CDC48', 'UBA'",1
'carboxysome_A',1
"'cyc_hxne_CoA_lg', 'aroA'",1
'dak_ATP',1
"'dCMP_cyt_deam_1', 'SNAD4'",1
"'cztS_silS_copS', 'phoR_proteo', 'HAMP'",1
"'AAA_5', 'AAA_29', 'TIGR02928'",1
'cytochro_ccmI',1
'cytochr_NrfH',1
'cyt_deam_tetra',1
'cysteate_syn',1
'cysG_Nterm',1
'cyclo_dehyd_2',1
"'cyc_hxne_CoA_dh', 'Acyl-CoA_dh_2'",1
'catachol_actin',1
"'AAA_5', 'AAA_3', 'AAA_lid_2'",1
"'cognate_SipW', 'SPX'",1
'cobS',1
'cobA_cysG_Cterm',1
'cit_synth_II',1
"'AAA_5', 'AAA_33'",1
"'chlorocat_1_2', 'ABM'",1
"'chaperone_ClpB', 'VI_ClpV1'",1
"'AAA_5', 'AAA_33', 'DUF1869'",1
"'AAA_5', 'BchD-ChlD', 'Mg_chelatase'",1
'PknH_C',1
"'PQQ_ABC_repeats', 'SBP56'",1
"'Pkinase', 'WD40'",1
"'FeFe_hydrog_B1', 'zf-C2H2_11'",1
"'Fer4_2', 'Fer4', 'RLI'",1
'CbiK',1
'Fer4_19',1
"'Fer4_13', 'Fer4_2', 'Fer4_6', 'Fer4'",1
"'Fer4_13', 'Fer4', 'Fer4_2', 'Fer4_6'",1
"'Fer4', 'flavo_MJ0208'",1
"'Fer4', 'Fer4_13'",1
"'Fer2', 'nqrF'",1
'CbtB',1
"'Cellulase', 'CBM_2'",1
"'Cep57_CLD_2', 'DUF1512', 'YlqD'",1
"'Ceramidase_alk', 'Ceramidse_alk_C'",1
"'Fer4_2', 'aprB', 'Fer4'",1
'ChW',1
"'FdhD-NarQ', 'NTP_transf_3'",1
'FdhD-NarQ',1
'Fasciclin',1
'FadJ',1
'F_bP_aldolase',1
'FUSC_2',1
"'FTHFS', 'FTCD_C'",1
'FR47',1
"'FMO-like', 'DUF5710'",1
"'Chlorophyllase2', 'PAF-AH_p_II', 'BAAT_C'",1
"'Fer4_2', 'aprB'",1
"'Fer4_2', 'aprB', 'Fer4', 'zf-C2H2_11'",1
"'ETF', 'ETF_alpha'",1
'FtsJ',1
"'GAF', 'HisKA_3'",1
"'GAF', 'HTH_28', 'HAD-SF-IA-v3'",1
"'GAF', 'GAF_2', 'PaaX'",1
"'Carbam_trans_C', 'Carbam_trans_N'",1
'Carboxyl_trans',1
'GABAtrnsam',1
'GABAperm',1
'CarboxypepD_reg',1
"'FtsX', 'lolCE', 'CDC48_2'",1
"'FtsX', 'lolCE'",1
"'FtsX', 'PpiC_rel_mature'",1
'Flp1_like',1
'Fer4_6',1
"'Catalase', 'formate_TAT'",1
"'Flavin_Reduct', 'pcaR_pcaU'",1
'Cation_efflux',1
"'FkbH', 'NIF'",1
'FixQ',1
'FimV_core',1
"'Fer4_9', 'Fer4', 'aprB'",1
'CbiE',1
'Fer4_9',1
"'Fer4_7', 'Fer4_2'",1
"'Fer4_7', 'Fer4'",1
'FMN_bind',1
'FKBP_C',1
'FGE-sulfatase',1
'Esterase',1
"'F420_Rv1855c', 'F420_G6P_family'",1
"'F420_Rv1855c', 'Bac_luciferase'",1
"'F420_MSMEG_4879', 'LYTB'",1
'F420_MSMEG_2256',1
"'Chorismate_bind', 'PabB-fungal'",1
'F420H2_quin_red',1
'F420-0_ABC_ATP',1
'Exo_endo_phos',1
"'Excalibur', 'EF-hand_5'",1
'CitMHS',1
"'Esterase_PHB', 'Hydrolase_4', 'selen_ocin'",1
'EspA_EspE',1
"'FDH-beta', 'Fer4'",1
"'Epimerase', 'HpnA'",1
'Epimerase',1
"'Enolase_like_N', 'MR_MLE_C'",1
'Eno-Rase_FAD_bd',1
'EcKL',1
"'Clp_N', 'FoP_duplication'",1
'E_Pc_C',1
'EVE',1
"'ETF_alpha', 'TPP_enzyme_M'",1
"'ETF_alpha', 'ETF', 'DUF1127'",1
"'ETF_alpha', 'DUF5559'",1
'F420_Rv2161c',1
'F420_Rv3520c',1
'F420_cofD',1
'F420_cofE',1
"'FCD', 'phnR_burk'",1
"'FCD', 'GntR'",1
"'FA_desaturase', 'Rsa3'",1
"'FA_desaturase', 'DUF3099'",1
"'Chlorophyllase2', 'PAF-AH_p_II', 'BD-FAE'",1
"'FAM70', 'DUF3040'",1
"'FAD_binding_4', 'glcD'",1
"'FAD_binding_4', 'FAD_lactone_ox'",1
'FAD_binding_4',1
"'FAD_binding_3', 'mycofact_OYE_2'",1
"'FAD_binding_3', 'mycofact_OYE_1'",1
"'FAD_binding_3', 'crtI_fam'",1
"'FAD_binding_3', 'TrkA_N'",1
"'FAD_binding_3', 'Thi4'",1
"'FAD_binding_3', 'Big_6'",1
"'Chorismate_bind', 'GATase'",1
"'Chorismate_bind', 'GATase', 'DJ-1_PfpI'",1
"'FAA_hydrolase', 'RraA-like'",1
"'FAA_hydrolase', 'DUF2437'",1
"'F5_F8_type_C', 'Peptidase_M19'",1
"'F5_F8_type_C', 'CARDB', 'B_ant_repeat', 'Beta_helix'",1
"'F420_oxidored', 'tartro_sem_red'",1
"'F420_oxidored', 'gnd_rel'",1
"'GAF_2', 'HATPase_c'",1
'GCS2',1
"'GCV_T', 'soxA'",1
"'GntR', 'FCD', 'HTH_11', 'MarR_2'",1
'HAD',1
'GyrI-like',1
"'Guanylate_cyc', 'MerR_1'",1
"'Guanylate_cyc', 'Ad_Cy_reg'",1
'Guanylate_cyc',1
"'GroEL', 'Peptidase_C14'",1
'GroEL',1
"'GreA_GreB', 'GreA_GreB_N'",1
"'CMD', 'CUE'",1
"'GntR', 'HTH_Crp_2', 'HTH_20'",1
"'GntR', 'HTH_5', 'TrmB', 'HTH_Crp_2'",1
"'GntR', 'FCD'",1
