Query,Genus/Species,Nucleotide_acc,Protein_acc,start,end,dir,PfamID1,Name1,Description1,E-value1,PfamID2,Name2,Description2,E-value2,PfamID3,Name3,Description3,E-value3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_090355807.1,Mycolicibacterium fluoranthenivorans,NZ_FMUB01000003.1,WP_090355805.1,356270,355109,-,TIGR03962,TIGR03962,mycofact_rSAM: mycofactocin radical SAM maturase,3.9E-200,TIGR04545,TIGR04545,rSAM_ahbD_hemeb: heme b synthase,7.5E-52,TIGR04055,TIGR04055,rSAM_NirJ2: putative heme d1 biosynthesis radical SAM protein NirJ2,1.1E-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_090355807.1,Mycolicibacterium fluoranthenivorans,NZ_FMUB01000003.1,WP_090355807.1,356527,356266,-,RREFam016,Mycofactocin_RRE,Stand-alone RRE protein in a mycofactocin cluster,9.5E-32,TIGR03967,TIGR03967,mycofact_MftB: putative mycofactocin binding protein MftB,1.5E-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_090355807.1,Mycolicibacterium fluoranthenivorans,NZ_FMUB01000003.1,WP_090356266.1,356634,356529,-,TIGR03969,TIGR03969,mycofactocin: mycofactocin precursor,2.2E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_090355807.1,Mycolicibacterium fluoranthenivorans,NZ_FMUB01000003.1,WP_090355808.1,356793,357660,+,PF08241,Methyltransf_11,Methyltransferase domain,3.2E-10,PF13649,Methyltransf_25,Methyltransferase domain,8.7E-08,TIGR01983,TIGR01983,UbiG: 3-demethylubiquinone-9 3-O-methyltransferase,0.00054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_090355807.1,Mycolicibacterium fluoranthenivorans,NZ_FMUB01000003.1,WP_090355811.1,358766,357656,-,TIGR02966,TIGR02966,phoR_proteo: phosphate regulon sensor kinase PhoR,7.9E-53,TIGR01386,TIGR01386,cztS_silS_copS: heavy metal sensor kinase,1.8E-48,TIGR02956,TIGR02956,TMAO_torS: TMAO reductase sytem sensor TorS,1.5E-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_090355807.1,Mycolicibacterium fluoranthenivorans,NZ_FMUB01000003.1,WP_090355813.1,359488,358765,-,TIGR02154,TIGR02154,PhoB: phosphate regulon transcriptional regulatory protein PhoB,5.8E-58,TIGR01387,TIGR01387,cztR_silR_copR: heavy metal response regulator,6.3E-51,TIGR03787,TIGR03787,marine_sort_RR: proteobacterial dedicated sortase system response regulator,3E-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_090355807.1,Mycolicibacterium fluoranthenivorans,NZ_FMUB01000003.1,WP_090355815.1,359655,359865,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_090355807.1,Mycolicibacterium fluoranthenivorans,NZ_FMUB01000003.1,WP_235632772.1,359911,361003,+,PF00199,Catalase,Catalase,4E-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_090355807.1,Mycolicibacterium fluoranthenivorans,NZ_FMUB01000003.1,WP_090355818.1,360992,361559,+,PF01292,Ni_hydr_CYTB,Prokaryotic cytochrome b561,1.6E-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_090355807.1,Mycolicibacterium fluoranthenivorans,NZ_FMUB01000003.1,WP_090355820.1,361555,362035,+,PF04978,DUF664,Protein of unknown function (DUF664),1.1E-41,PF12867,DinB_2,DinB superfamily,2.8E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_219943835.1,Iamia sp. SCSIO 61187,NZ_CP050948.1,WP_219943828.1,625351,624313,-,PF12740,Chlorophyllase2,Chlorophyllase enzyme,1.1E-06,PF03403,PAF-AH_p_II,"Platelet-activating factor acetylhydrolase, isoform II",6.6E-06,PF07224,Chlorophyllase,Chlorophyllase,0.00024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_219943835.1,Iamia sp. SCSIO 61187,NZ_CP050948.1,WP_219943829.1,626886,625350,-,TIGR01312,TIGR01312,XylB: xylulokinase,1.3E-89,TIGR01314,TIGR01314,gntK_FGGY: gluconate kinase,1.3E-48,PF00370,FGGY_N,"FGGY family of carbohydrate kinases, N-terminal domain",2.6E-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_219943835.1,Iamia sp. SCSIO 61187,NZ_CP050948.1,WP_219943830.1,627047,628193,+,TIGR03989,TIGR03989,"Rxyl_3153: NDMA-dependent alcohol dehydrogenase, Rxyl_3153 family",2.2E-177,TIGR02818,TIGR02818,adh_III_F_hyde: S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase,2.1E-70,TIGR03451,TIGR03451,mycoS_dep_FDH: S-(hydroxymethyl)mycothiol dehydrogenase,6.1E-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_219943835.1,Iamia sp. SCSIO 61187,NZ_CP050948.1,WP_255566583.1,628242,628914,+,TIGR03964,TIGR03964,mycofact_creat: mycofactocin system creatininase family protein,3E-90,PF02633,Creatininase,Creatinine amidohydrolase,3.7E-59,TIGR04448,TIGR04448,creatininase: creatininase,1.9E-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_219943835.1,Iamia sp. SCSIO 61187,NZ_CP050948.1,WP_219943831.1,628967,629765,+,TIGR04504,TIGR04504,SDR_subfam_2: SDR family mycofactocin-dependent oxidoreductase,8.2E-102,TIGR03971,TIGR03971,SDR_subfam_1: SDR family mycofactocin-dependent oxidoreductase,5.3E-65,PF13561,adh_short_C2,Enoyl-(Acyl carrier protein) reductase,3.1E-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_219943835.1,Iamia sp. SCSIO 61187,NZ_CP050948.1,WP_219943832.1,629761,631150,+,TIGR03965,TIGR03965,mycofact_glyco: mycofactocin system glycosyltransferase,1E-120,PF13632,Glyco_trans_2_3,Glycosyl transferase family group 2,6E-14,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,6.4E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_219943835.1,Iamia sp. SCSIO 61187,NZ_CP050948.1,WP_219943833.1,632382,631200,-,TIGR03966,TIGR03966,"actino_HemFlav: heme/flavin dehydrogenase, mycofactocin system",2.1E-214,PF01070,FMN_dh,FMN-dependent dehydrogenase,2.5E-107,TIGR02708,TIGR02708,L_lactate_ox: L-lactate oxidase,9.6E-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_219943835.1,Iamia sp. SCSIO 61187,NZ_CP050948.1,WP_219943834.1,633595,632401,-,TIGR03962,TIGR03962,mycofact_rSAM: mycofactocin radical SAM maturase,6.4E-198,TIGR04545,TIGR04545,rSAM_ahbD_hemeb: heme b synthase,1.6E-46,TIGR04055,TIGR04055,rSAM_NirJ2: putative heme d1 biosynthesis radical SAM protein NirJ2,1.4E-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_219943835.1,Iamia sp. SCSIO 61187,NZ_CP050948.1,WP_219943835.1,633903,633591,-,RREFam016,Mycofactocin_RRE,Stand-alone RRE protein in a mycofactocin cluster,2.3E-30,TIGR03967,TIGR03967,mycofact_MftB: putative mycofactocin binding protein MftB,3.7E-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_219943835.1,Iamia sp. SCSIO 61187,NZ_CP050948.1,WP_219943836.1,634037,633914,-,TIGR03969,TIGR03969,mycofactocin: mycofactocin precursor,1.7E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_219943835.1,Iamia sp. SCSIO 61187,NZ_CP050948.1,WP_219943837.1,634149,635370,+,PF03600,CitMHS,Citrate transporter,7.5E-06,TIGR00935,TIGR00935,2a45: arsenite/antimonite efflux pump membrane protein,1.2E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_219943835.1,Iamia sp. SCSIO 61187,NZ_CP050948.1,WP_219943838.1,635394,636195,+,PF00378,ECH_1,Enoyl-CoA hydratase/isomerase,3.1E-57,TIGR01929,TIGR01929,menB: naphthoate synthase,2.5E-41,TIGR03210,TIGR03210,badI: 2-ketocyclohexanecarboxyl-CoA hydrolase,2.5E-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_219943835.1,Iamia sp. SCSIO 61187,NZ_CP050948.1,WP_255566787.1,637752,636198,-,PF13245,AAA_19,AAA domain,2.3E-09,PF13538,UvrD_C_2,UvrD-like helicase C-terminal domain,5.4E-07,TIGR01075,TIGR01075,uvrD: DNA helicase II,4.6E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_219943835.1,Iamia sp. SCSIO 61187,NZ_CP050948.1,WP_143991633.1,638172,638275,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_219943835.1,Iamia sp. SCSIO 61187,NZ_CP050948.1,WP_219943840.1,638553,639600,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_219943835.1,Iamia sp. SCSIO 61187,NZ_CP050948.1,WP_219943841.1,640399,639622,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_219943835.1,Iamia sp. SCSIO 61187,NZ_CP050948.1,WP_219943842.1,640889,640388,-,TIGR02983,TIGR02983,"SigE-fam_strep: RNA polymerase sigma-70 factor, sigma-E family",8.5E-38,TIGR02937,TIGR02937,"sigma70-ECF: RNA polymerase sigma factor, sigma-70 family",6.9E-21,TIGR02948,TIGR02948,SigW_bacill: RNA polymerase sigma-W factor,4.8E-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_158028251.1,Pseudoclavibacter endophyticus,NZ_BMHG01000001.1,WP_188726256.1,938515,939433,+,PF00106,adh_short,short chain dehydrogenase,7.9E-48,TIGR02415,TIGR02415,23BDH: acetoin reductases,8.7E-38,PF13561,adh_short_C2,Enoyl-(Acyl carrier protein) reductase,1.5E-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_158028251.1,Pseudoclavibacter endophyticus,NZ_BMHG01000001.1,WP_225734882.1,940856,939470,-,TIGR03965,TIGR03965,mycofact_glyco: mycofactocin system glycosyltransferase,1.9E-120,PF00535,Glycos_transf_2,Glycosyl transferase family 2,2.9E-22,TIGR03937,TIGR03937,"PgaC_IcaA: poly-beta-1,6 N-acetyl-D-glucosamine synthase",1.4E-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_158028251.1,Pseudoclavibacter endophyticus,NZ_BMHG01000001.1,WP_225734881.1,941746,940954,-,TIGR03964,TIGR03964,mycofact_creat: mycofactocin system creatininase family protein,6.6E-84,PF02633,Creatininase,Creatinine amidohydrolase,1.3E-58,TIGR04448,TIGR04448,creatininase: creatininase,3.4E-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_158028251.1,Pseudoclavibacter endophyticus,NZ_BMHG01000001.1,WP_158028254.1,943020,941754,-,TIGR03966,TIGR03966,"actino_HemFlav: heme/flavin dehydrogenase, mycofactocin system",2.6E-202,PF01070,FMN_dh,FMN-dependent dehydrogenase,2.4E-102,TIGR02708,TIGR02708,L_lactate_ox: L-lactate oxidase,1.1E-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_158028251.1,Pseudoclavibacter endophyticus,NZ_BMHG01000001.1,WP_225734880.1,944036,943124,-,TIGR02431,TIGR02431,"pcaR_pcaU: beta-ketoadipate pathway transcriptional regulators, PcaR/PcaU/PobR family",1.8E-44,PF01614,IclR,Bacterial transcriptional regulator,2.3E-27,PF09339,HTH_IclR,IclR helix-turn-helix domain,2.3E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_158028251.1,Pseudoclavibacter endophyticus,NZ_BMHG01000001.1,WP_158028253.1,945713,944213,-,TIGR03970,TIGR03970,"Rv0697: dehydrogenase, Rv0697 family",3.5E-116,TIGR01810,TIGR01810,betA: choline dehydrogenase,7.6E-90,PF00732,GMC_oxred_N,GMC oxidoreductase,3.3E-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_158028251.1,Pseudoclavibacter endophyticus,NZ_BMHG01000001.1,WP_229741672.1,946395,945699,-,TIGR03968,TIGR03968,mycofact_TetR: mycofactocin system transcriptional regulator,3E-76,PF17754,TetR_C_14,MftR C-terminal domain,1.1E-32,PF00440,TetR_N,"Bacterial regulatory proteins, tetR family",1.9E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_158028251.1,Pseudoclavibacter endophyticus,NZ_BMHG01000001.1,WP_158028252.1,946488,946623,+,TIGR03969,TIGR03969,mycofactocin: mycofactocin precursor,5.4E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_158028251.1,Pseudoclavibacter endophyticus,NZ_BMHG01000001.1,WP_158028251.1,946641,946917,+,RREFam016,Mycofactocin_RRE,Stand-alone RRE protein in a mycofactocin cluster,6.1E-28,TIGR03967,TIGR03967,mycofact_MftB: putative mycofactocin binding protein MftB,9.8E-26,RREFam015,NHLP_CD_RRE,RRE-containing CD fusion protein in a NHLP/Nif11 LAP cluster,0.00017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_158028251.1,Pseudoclavibacter endophyticus,NZ_BMHG01000001.1,WP_158028250.1,946913,948194,+,TIGR03962,TIGR03962,mycofact_rSAM: mycofactocin radical SAM maturase,7.4E-197,TIGR04545,TIGR04545,rSAM_ahbD_hemeb: heme b synthase,4.9E-51,TIGR04055,TIGR04055,rSAM_NirJ2: putative heme d1 biosynthesis radical SAM protein NirJ2,2.2E-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_158028251.1,Pseudoclavibacter endophyticus,NZ_BMHG01000001.1,WP_158028249.1,948420,950124,+,PF00920,ILVD_EDD,Dehydratase family,2.4E-141,TIGR00110,TIGR00110,ilvD: dihydroxy-acid dehydratase,2.2E-125,TIGR01196,TIGR01196,edd: phosphogluconate dehydratase,4.3E-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_158028251.1,Pseudoclavibacter endophyticus,NZ_BMHG01000001.1,WP_229741739.1,950213,951497,+,PF12831,FAD_oxidored,FAD dependent oxidoreductase,2.2E-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_158028251.1,Pseudoclavibacter endophyticus,NZ_BMHG01000001.1,WP_158028247.1,952278,951486,-,TIGR02431,TIGR02431,"pcaR_pcaU: beta-ketoadipate pathway transcriptional regulators, PcaR/PcaU/PobR family",2.3E-65,PF01614,IclR,Bacterial transcriptional regulator,2.6E-22,PF09339,HTH_IclR,IclR helix-turn-helix domain,5.7E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_158028251.1,Pseudoclavibacter endophyticus,NZ_BMHG01000001.1,WP_188726257.1,952501,953311,+,TIGR02431,TIGR02431,"pcaR_pcaU: beta-ketoadipate pathway transcriptional regulators, PcaR/PcaU/PobR family",5.3E-40,PF01614,IclR,Bacterial transcriptional regulator,3.1E-23,PF09339,HTH_IclR,IclR helix-turn-helix domain,3.5E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_158028251.1,Pseudoclavibacter endophyticus,NZ_BMHG01000001.1,WP_158028245.1,955016,953429,-,PF00496,SBP_bac_5,"Bacterial extracellular solute-binding proteins, family 5 Middle",1.6E-77,TIGR02294,TIGR02294,"nickel_nikA: nickel ABC transporter, nickel/metallophore periplasmic binding protein",3E-54,TIGR04028,TIGR04028,"SBP_KPN_01854: ABC transporter substrate binding protein, KPN_01854 family",6.1E-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_158028251.1,Pseudoclavibacter endophyticus,NZ_BMHG01000001.1,WP_158028244.1,956685,955089,-,PF00496,SBP_bac_5,"Bacterial extracellular solute-binding proteins, family 5 Middle",1.1E-72,TIGR02294,TIGR02294,"nickel_nikA: nickel ABC transporter, nickel/metallophore periplasmic binding protein",2.3E-52,TIGR04028,TIGR04028,"SBP_KPN_01854: ABC transporter substrate binding protein, KPN_01854 family",1.2E-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_158028251.1,Pseudoclavibacter endophyticus,NZ_BMHG01000001.1,WP_158028243.1,957512,956726,-,TIGR02769,TIGR02769,nickel_nikE: nickel import ATP-binding protein NikE,7.3E-67,TIGR02770,TIGR02770,nickel_nikD: nickel import ATP-binding protein NikD,3.6E-57,TIGR01186,TIGR01186,proV: glycine betaine/L-proline transport ATP binding subunit,2.9E-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_084541485.1,Nocardioides alkalitolerans DSM 16699,NZ_KE384533.1,WP_052337190.1,882474,881274,-,PF05651,Diacid_rec,Putative sugar diacid recognition,3.4E-31,PF13556,HTH_30,PucR C-terminal helix-turn-helix domain,5E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_084541485.1,Nocardioides alkalitolerans DSM 16699,NZ_KE384533.1,WP_245596634.1,883225,882556,-,PF00877,NLPC_P60,NlpC/P60 family,2.2E-26,TIGR02219,TIGR02219,"phage_NlpC_fam: putative phage cell wall peptidase, NlpC/P60 family",0.00019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_084541485.1,Nocardioides alkalitolerans DSM 16699,NZ_KE384533.1,WP_052337191.1,883608,884259,+,PF17932,TetR_C_24,"Tetracyclin repressor-like, C-terminal domain",6.7E-26,PF00440,TetR_N,"Bacterial regulatory proteins, tetR family",5.5E-15,TIGR03384,TIGR03384,betaine_BetI: transcriptional repressor BetI,2.2E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_084541485.1,Nocardioides alkalitolerans DSM 16699,NZ_KE384533.1,WP_052337192.1,885009,884403,-,PF17932,TetR_C_24,"Tetracyclin repressor-like, C-terminal domain",6.2E-24,PF00440,TetR_N,"Bacterial regulatory proteins, tetR family",1.2E-12,TIGR03613,TIGR03613,RutR: pyrimidine utilization regulatory protein R,7.4E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_084541485.1,Nocardioides alkalitolerans DSM 16699,NZ_KE384533.1,WP_028474586.1,885826,885088,-,TIGR04504,TIGR04504,SDR_subfam_2: SDR family mycofactocin-dependent oxidoreductase,6.8E-86,TIGR03971,TIGR03971,SDR_subfam_1: SDR family mycofactocin-dependent oxidoreductase,2.1E-37,PF13561,adh_short_C2,Enoyl-(Acyl carrier protein) reductase,2.1E-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_084541485.1,Nocardioides alkalitolerans DSM 16699,NZ_KE384533.1,WP_052337193.1,886578,885822,-,TIGR03964,TIGR03964,mycofact_creat: mycofactocin system creatininase family protein,3.8E-92,PF02633,Creatininase,Creatinine amidohydrolase,1.4E-57,TIGR04448,TIGR04448,creatininase: creatininase,7.2E-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_084541485.1,Nocardioides alkalitolerans DSM 16699,NZ_KE384533.1,WP_028474587.1,887817,886581,-,TIGR03966,TIGR03966,"actino_HemFlav: heme/flavin dehydrogenase, mycofactocin system",9.4E-188,PF01070,FMN_dh,FMN-dependent dehydrogenase,1.8E-100,TIGR02708,TIGR02708,L_lactate_ox: L-lactate oxidase,7.7E-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_084541485.1,Nocardioides alkalitolerans DSM 16699,NZ_KE384533.1,WP_028474588.1,889262,887945,-,TIGR03962,TIGR03962,mycofact_rSAM: mycofactocin radical SAM maturase,2.3E-195,TIGR04545,TIGR04545,rSAM_ahbD_hemeb: heme b synthase,9.2E-47,TIGR04055,TIGR04055,rSAM_NirJ2: putative heme d1 biosynthesis radical SAM protein NirJ2,2E-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_084541485.1,Nocardioides alkalitolerans DSM 16699,NZ_KE384533.1,WP_084541485.1,889633,889258,-,RREFam016,Mycofactocin_RRE,Stand-alone RRE protein in a mycofactocin cluster,2.5E-29,TIGR03967,TIGR03967,mycofact_MftB: putative mycofactocin binding protein MftB,4E-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_084541485.1,Nocardioides alkalitolerans DSM 16699,NZ_KE384533.1,WP_084541486.1,889769,889673,-,TIGR03969,TIGR03969,mycofactocin: mycofactocin precursor,6.9E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_084541485.1,Nocardioides alkalitolerans DSM 16699,NZ_KE384533.1,WP_028474589.1,889887,890487,+,TIGR03968,TIGR03968,mycofact_TetR: mycofactocin system transcriptional regulator,2.6E-75,PF17754,TetR_C_14,MftR C-terminal domain,4.7E-37,PF00440,TetR_N,"Bacterial regulatory proteins, tetR family",5.7E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_084541485.1,Nocardioides alkalitolerans DSM 16699,NZ_KE384533.1,WP_028474590.1,891537,890781,-,TIGR01830,TIGR01830,3oxo_ACP_reduc: 3-oxoacyl-[acyl-carrier-protein] reductase,4.8E-39,PF13561,adh_short_C2,Enoyl-(Acyl carrier protein) reductase,1.5E-36,PF00106,adh_short,short chain dehydrogenase,3.9E-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_084541485.1,Nocardioides alkalitolerans DSM 16699,NZ_KE384533.1,WP_028474591.1,892762,891592,-,TIGR03207,TIGR03207,cyc_hxne_CoA_dh: cyclohexanecarboxyl-CoA dehydrogenase,2.5E-62,PF00441,Acyl-CoA_dh_1,"Acyl-CoA dehydrogenase, C-terminal domain",1.6E-45,TIGR03203,TIGR03203,"pimD_small: pimeloyl-CoA dehydrogenase, small subunit",7.6E-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_084541485.1,Nocardioides alkalitolerans DSM 16699,NZ_KE384533.1,WP_028474592.1,892875,893460,+,PF00440,TetR_N,"Bacterial regulatory proteins, tetR family",2E-09,TIGR03968,TIGR03968,mycofact_TetR: mycofactocin system transcriptional regulator,8.3E-06,TIGR03613,TIGR03613,RutR: pyrimidine utilization regulatory protein R,5.4E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_084541485.1,Nocardioides alkalitolerans DSM 16699,NZ_KE384533.1,WP_028474593.1,893606,893786,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_084541485.1,Nocardioides alkalitolerans DSM 16699,NZ_KE384533.1,WP_245596635.1,894115,893821,-,TIGR01795,TIGR01795,CM_mono_cladeE: chorismate mutase,1.3E-47,PF01817,CM_2,Chorismate mutase type II,7.6E-18,TIGR01791,TIGR01791,CM_archaeal: chorismate mutase,2.8E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_084541485.1,Nocardioides alkalitolerans DSM 16699,NZ_KE384533.1,WP_245596636.1,894390,895932,+,TIGR00711,TIGR00711,"efflux_EmrB: drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family",1.1E-84,PF07690,MFS_1,Major Facilitator Superfamily,5.6E-45,TIGR00880,TIGR00880,2_A_01_02: multidrug resistance protein,3.3E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_224646848.1,Tsukamurella sp. M9C,NZ_JAIULG010000016.1,WP_224646839.1,10191,10566,+,PF00903,Glyoxalase,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,2E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_224646848.1,Tsukamurella sp. M9C,NZ_JAIULG010000016.1,WP_224646841.1,14160,10926,-,PF00176,SNF2-rel_dom,SNF2-related domain,1.2E-56,PF00271,Helicase_C,Helicase conserved C-terminal domain,3.5E-14,TIGR04095,TIGR04095,dnd_restrict_1: DNA phosphorothioation system restriction enzyme,0.00019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_224646848.1,Tsukamurella sp. M9C,NZ_JAIULG010000016.1,WP_224646843.1,15116,14198,-,PF03466,LysR_substrate,LysR substrate binding domain,2.5E-24,TIGR03418,TIGR03418,chol_sulf_TF: putative choline sulfate-utilization transcription factor,5.7E-20,PF00126,HTH_1,"Bacterial regulatory helix-turn-helix protein, lysR family",1.4E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_224646848.1,Tsukamurella sp. M9C,NZ_JAIULG010000016.1,WP_224646845.1,15237,16599,+,TIGR00883,TIGR00883,"2A0106: MFS transporter, metabolite:H+ symporter (MHS) family protein",6.2E-119,PF00083,Sugar_tr,Sugar (and other) transporter,3E-40,PF07690,MFS_1,Major Facilitator Superfamily,3.2E-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_224646848.1,Tsukamurella sp. M9C,NZ_JAIULG010000016.1,WP_224646931.1,16604,17324,+,TIGR01963,TIGR01963,PHB_DH: 3-hydroxybutyrate dehydrogenase,1.4E-89,PF13561,adh_short_C2,Enoyl-(Acyl carrier protein) reductase,9.5E-48,PF00106,adh_short,short chain dehydrogenase,3.6E-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_224646848.1,Tsukamurella sp. M9C,NZ_JAIULG010000016.1,WP_255603343.1,17459,18893,+,PF01757,Acyl_transf_3,Acyltransferase family,1.3E-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_224646848.1,Tsukamurella sp. M9C,NZ_JAIULG010000016.1,WP_224646847.1,19516,18889,-,TIGR03968,TIGR03968,mycofact_TetR: mycofactocin system transcriptional regulator,9.6E-78,PF17754,TetR_C_14,MftR C-terminal domain,2.5E-40,PF00440,TetR_N,"Bacterial regulatory proteins, tetR family",4.1E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_224646848.1,Tsukamurella sp. M9C,NZ_JAIULG010000016.1,WP_114515824.1,19669,19762,+,TIGR03969,TIGR03969,mycofactocin: mycofactocin precursor,4.7E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_224646848.1,Tsukamurella sp. M9C,NZ_JAIULG010000016.1,WP_224646848.1,19761,20103,+,RREFam016,Mycofactocin_RRE,Stand-alone RRE protein in a mycofactocin cluster,3.9E-31,TIGR03967,TIGR03967,mycofact_MftB: putative mycofactocin binding protein MftB,6.2E-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_224646848.1,Tsukamurella sp. M9C,NZ_JAIULG010000016.1,WP_224646849.1,20108,21347,+,TIGR03962,TIGR03962,mycofact_rSAM: mycofactocin radical SAM maturase,7.6E-198,TIGR04545,TIGR04545,rSAM_ahbD_hemeb: heme b synthase,5.3E-51,TIGR04055,TIGR04055,rSAM_NirJ2: putative heme d1 biosynthesis radical SAM protein NirJ2,2.9E-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_224646848.1,Tsukamurella sp. M9C,NZ_JAIULG010000016.1,WP_224646850.1,21365,22583,+,TIGR03966,TIGR03966,"actino_HemFlav: heme/flavin dehydrogenase, mycofactocin system",8.4E-210,PF01070,FMN_dh,FMN-dependent dehydrogenase,5.7E-104,TIGR02708,TIGR02708,L_lactate_ox: L-lactate oxidase,5.1E-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
